Order;Blocks;Band;Edge;Mid;Subject;Musicians;MSI_Perception;MSI_Training;dPrime;Hitrate;FA;Hit_Edge;Hit_NonEdge
2;1;4;1;1;25;true;24;47;3.2415;0.55;0.05;1;0.4
2;1;4;1;1;26;true;11;45;1.7109;0.55;0.15;0.666666666666667;0.529411764705882
2;1;4;1;1;27;true;12;43;2.4844;0.95;0.1;1;0.941176470588235
2;1;4;1;1;28;true;27;41;2.9264;0.45;0.25;0.75;0.375
2;1;4;1;1;29;true;7;33;1.7109;0.6;0.45;1;0.529411764705882
2;1;4;1;1;30;true;8;37;2.8016;0.55;0.6;1;0.470588235294118
2;2;1;1;1;1;true;31;55;2.318;0.9;0.1;1;NaN
2;2;1;1;1;2;true;13;52;1.5349;0.9;0.4;1;NaN
2;2;1;1;1;3;true;7;51;1.8781;0.9;0.1;1;NaN
2;2;1;1;1;4;true;25;41;2.9964;0.9;0.1;1;NaN
2;2;1;1;1;5;true;30;58;2.8016;0.9;0.1;1;NaN
2;2;1;1;1;6;true;10;39;3.9199;0.9;0.1;1;NaN
2;2;1;1;1;7;true;32;57;3.2415;0.9;0.1;1;NaN
2;2;1;1;1;8;true;34;47;2.9264;0.9;0.1;1;NaN
2;2;1;1;1;9;true;32;54;3.9199;0.9;0.1;1;NaN
2;2;1;1;1;10;true;16;48;1.2595;0.9;0.1;1;NaN
2;2;1;1;1;11;true;37;59;2.2133;0.9;0.1;1;NaN
2;2;1;1;1;12;true;37;62;2.3193;0.9;0.1;1;NaN
2;2;1;1;1;13;true;42;61;2.6345;0.9;0.1;1;NaN
2;2;1;1;1;14;true;44;55;3.6048;0.9;0.1;1;NaN
2;2;1;1;1;15;true;31;61;3.6048;0.9;0.1;1;NaN
2;2;1;1;1;16;true;13;46;2.4865;0.9;0.1;1;NaN
2;2;1;1;1;17;true;22;45;1.8343;0.9;0.4;0.9;NaN
2;2;1;1;1;18;true;13;39;2.0729;0.9;0.1;1;NaN
2;2;1;1;1;19;true;27;47;2.1693;0.9;0.1;1;NaN
2;2;1;1;1;20;true;8;54;2.318;0.9;0.1;1;NaN
2;2;1;1;1;21;true;11;40;1.6669;0.9;0.1;1;NaN
2;2;1;1;1;22;true;8;34;1.0364;0.9;0.1;1;NaN
2;2;1;1;1;23;true;9;35;1.5349;0.9;0.1;1;NaN
2;2;1;1;1;24;true;32;53;3.2415;0.9;0.1;1;NaN
2;2;1;1;1;25;true;24;47;3.2415;0.9;0.1;1;NaN
2;2;1;1;1;26;true;11;45;1.0598;0.9;0.3;1;NaN
2;2;1;1;1;27;true;12;43;1.2898;0.9;0.1;1;NaN
2;2;1;1;1;28;true;27;41;3.9199;0.9;0.1;1;NaN
2;2;1;1;1;29;true;7;33;0.9108;0.9;0.4;1;NaN
2;2;1;1;1;30;true;8;37;3.6048;0.9;0.1;1;NaN
2;2;2;0;0;1;true;31;55;1.8982;0.9;0.1;1;NaN
2;2;2;0;0;2;true;13;52;1.7705;0.9;0.3;1;NaN
2;2;2;0;0;3;true;7;51;1.956;0.9;0.1;1;NaN
2;2;2;0;0;4;true;25;41;2.6813;0.9;0.1;0.9;NaN
2;2;2;0;0;5;true;30;58;0.8416;0.9;0.1;1;NaN
2;2;2;0;0;6;true;10;39;2.1232;0.9;0.1;1;NaN
2;2;2;0;0;7;true;32;57;2.9964;0.9;0.1;1;NaN
2;2;2;0;0;8;true;34;47;2.5631;0.9;0.1;1;NaN
2;2;2;0;0;9;true;32;54;3.6048;0.9;0.1;1;NaN
2;2;2;0;0;10;true;16;48;2.6345;0.9;0.1;1;NaN
2;2;2;0;0;11;true;37;59;2.0729;0.9;0.1;1;NaN
2;2;2;0;0;12;true;37;62;2.8016;0.9;0.1;1;NaN
2;2;2;0;0;13;true;42;61;2.8016;0.9;0.1;1;NaN
2;2;2;0;0;14;true;44;55;2.9964;0.9;0.1;1;NaN
2;2;2;0;0;15;true;31;61;1.7705;0.9;0.1;0.9;NaN
2;2;2;0;0;16;true;13;46;1.2816;0.9;0.1;0.9;NaN
2;2;2;0;0;17;true;22;45;-0.1501;0.9;0.6;0.9;NaN
2;2;2;0;0;18;true;13;39;2.1232;0.9;0.1;1;NaN
2;2;2;0;0;19;true;27;47;2.3193;0.9;0.1;1;NaN
2;2;2;0;0;20;true;8;54;0.6071;0.9;0.2;0.9;NaN
2;2;2;0;0;21;true;11;40;1.0282;0.9;0.1;0.9;NaN
2;2;2;0;0;22;true;8;34;1.1989;0.9;0.1;1;NaN
2;2;2;0;0;23;true;9;35;1.1621;0.9;0.1;1;NaN
2;2;2;0;0;24;true;32;53;3.2897;0.9;0.1;1;NaN
2;2;2;0;0;25;true;24;47;1.96;0.9;0.4;1;NaN
2;2;2;0;0;26;true;11;45;0.1671;0.9;0.2;1;NaN
2;2;2;0;0;27;true;12;43;1.349;0.9;0.1;1;NaN
2;2;2;0;0;28;true;27;41;2.0729;0.8;0.1;0.8;NaN
2;2;2;0;0;29;true;7;33;0.512;0.9;0.2;1;NaN
2;2;2;0;0;30;true;8;37;1.5161;0.9;0.1;1;NaN
2;2;3;0;0;1;true;31;55;1.8343;0.95;0.15;0.95;NaN
2;2;3;0;0;2;true;13;52;1.8982;0.95;0.5;1;NaN
2;2;3;0;0;3;true;7;51;0.8002;0.95;0.1;0.95;NaN
2;2;3;0;0;4;true;25;41;3.2897;0.95;0.2;0.95;NaN
2;2;3;0;0;5;true;30;58;1.4356;0.9;0.4;0.9;NaN
2;2;3;0;0;6;true;10;39;-0.1277;0.95;0.2;1;NaN
2;2;3;0;0;7;true;32;57;2.6345;0.9;0.05;0.9;NaN
2;2;3;0;0;8;true;34;47;2.318;0.95;0.1;0.95;NaN
2;2;3;0;0;9;true;32;54;2.0856;0.95;0.05;1;NaN
2;2;3;0;0;10;true;16;48;0.2451;0.85;0.05;0.85;NaN
2;2;3;0;0;11;true;37;59;1.0364;0.9;0.3;0.9;NaN
2;2;3;0;0;12;true;37;62;1.2855;0.9;0.05;0.9;NaN
2;2;3;0;0;13;true;42;61;2.3193;0.95;0.05;1;NaN
2;2;3;0;0;14;true;44;55;1.1205;0.95;0.05;1;NaN
2;2;3;0;0;15;true;31;61;2.1693;0.95;0.1;0.95;NaN
2;2;3;0;0;16;true;13;46;1.1621;0.75;0.05;0.75;NaN
2;2;3;0;0;17;true;22;45;0.4563;0.85;0.65;0.85;NaN
2;2;3;0;0;18;true;13;39;1.1621;0.95;0.15;0.95;NaN
2;2;3;0;0;19;true;27;47;0.2711;0.95;0.3;1;NaN
2;2;3;0;0;20;true;8;54;1.6669;0.7;0.05;0.7;NaN
2;2;3;0;0;21;true;11;40;2.9964;0.95;0.05;0.95;NaN
2;2;3;0;0;22;true;8;34;0.6501;0.9;0.05;0.9;NaN
2;2;3;0;0;23;true;9;35;1.2595;0.95;0.1;1;NaN
2;2;3;0;0;24;true;32;53;1.095;0.9;0.05;0.9;NaN
2;2;3;0;0;25;true;24;47;1.1183;0.75;0.15;0.75;NaN
2;2;3;0;0;26;true;11;45;2.0856;0.95;0.3;1;NaN
2;2;3;0;0;27;true;12;43;1.1621;0.95;0.1;0.95;NaN
2;2;3;0;0;28;true;27;41;2.9264;0.75;0.15;0.75;NaN
2;2;3;0;0;29;true;7;33;0.5488;0.95;0.2;1;NaN
2;2;3;0;0;30;true;8;37;0.379;0.85;0.65;0.85;NaN
2;2;4;1;0;1;false;31;55;3.2897;0.95;0.05;0.95;NaN
2;2;4;1;0;2;false;13;52;1.6449;0.95;0.5;0.95;NaN
2;2;4;1;0;3;false;7;51;2.4844;0.95;0.3;1;NaN
2;2;4;1;0;4;false;25;41;2.0302;0.65;0.05;0.65;NaN
2;2;4;1;0;5;false;30;58;3.2415;0.95;0.1;1;NaN
2;2;4;1;0;6;false;10;39;1.4072;0.55;0.1;0.55;NaN
2;2;4;1;0;7;false;32;57;2.6345;0.75;0.05;0.75;NaN
2;2;4;1;0;8;false;34;47;1.5161;0.8;0.25;0.8;NaN
2;2;4;1;0;9;false;32;54;3.6048;0.95;0.05;0.95;NaN
2;2;4;1;0;10;false;16;48;1.5746;0.35;0.05;0.35;NaN
2;2;4;1;0;11;false;37;59;1.095;0.6;0.2;0.6;NaN
2;2;4;1;0;12;false;37;62;2.9964;0.85;0.05;0.85;NaN
2;2;4;1;0;13;false;42;61;2.4844;0.7;0.05;0.7;NaN
2;2;4;1;0;14;false;44;55;2.6345;0.75;0.05;0.75;NaN
2;2;4;1;0;15;false;31;61;2.6345;0.75;0.05;0.75;NaN
2;2;4;1;0;16;false;13;46;2.6813;0.85;0.05;0.85;NaN
2;2;4;1;0;17;false;22;45;1.6449;0.95;0.5;0.95;NaN
2;2;4;1;0;18;false;13;39;1.4218;0.65;0.15;0.65;NaN
2;2;4;1;0;19;false;27;47;2.3193;0.75;0.05;0.75;NaN
2;2;4;1;0;20;false;8;54;1.7066;0.4;0.05;0.4;NaN
2;2;4;1;0;21;false;11;40;1.0364;0.5;0.15;0.5;NaN
2;2;4;1;0;22;false;8;34;2.6345;0.95;0.25;1;NaN
2;2;4;1;0;23;false;9;35;2.6345;0.9;0.05;0.9;NaN
2;2;4;1;0;24;false;32;53;3.2415;0.6;0.05;0.6;NaN
2;2;4;1;0;25;false;24;47;2.2133;0.65;0.05;0.65;NaN
2;2;4;1;0;26;false;11;45;2.3453;0.4;0.05;0.4;NaN
2;2;4;1;0;27;false;12;43;1.3915;0.95;0.15;1;NaN
2;2;4;1;0;28;false;27;41;2.9964;0.7;0.2;0.7;NaN
2;2;4;1;0;29;false;7;33;1.366;0.95;0.1;0.95;NaN
2;2;4;1;0;30;false;8;37;2.9264;0.85;0.05;0.85;NaN
